row_number,Unnamed: 0_x,symbol,id,quarter,time,title,year,Unnamed: 0_y,name,speech,session
0,0,NTR.TO,NTR.TO_3251193,1,2023-05-11 14:01:01,NTR.TO - Earnings call Q1 2023,2023,0,Operator,"['Greetings, and welcome to the Nutrien 2023 First Quarter Earnings Call. At this time, all participants are in a listen-only mode. A question-and-answer session will follow the formal presentation. As a reminder, this conference is being recorded. I would now like to turn the conference over to Jeff Holzman, VP of Investor Relations.']",management_discussion
1,0,NTR.TO,NTR.TO_3251193,1,2023-05-11 14:01:01,NTR.TO - Earnings call Q1 2023,2023,1,Jeff Holzman,"[""Thank you, operator. Good morning, and welcome to Nutrien's First Quarter 2023 Conference Call. As we conduct this call, various statements that we make about future expectations, plans and prospects contain forward-looking information. Certain material assumptions were applied in making these conclusions and forecasts. Therefore, actual results could differ materially from those contained in our forward-looking information. Additional information about these factors and assumptions are contained in our quarterly report to shareholders as well as our most recent annual report, MD&A and annual information form filed with Canadian and U.S. Securities Commissions. I will now turn the call over to Ken Seitz, President and CEO; and Pedro Farah, our CFO, for opening comments before we take your questions.""]",management_discussion
2,0,NTR.TO,NTR.TO_3251193,1,2023-05-11 14:01:01,NTR.TO - Earnings call Q1 2023,2023,2,Kenneth Seitz,"[""Good morning. Thank you for joining us today. Nutrien's first quarter results reflect the impact of structural supply issues and shifting buying patterns that have contributed to an unprecedented period of market volatility. We delivered adjusted EBITDA of $1.4 billion, the second highest for any first quarter on record, continuing to demonstrate the advantages of our flexible, low-cost production assets and global distribution network. We invested $700 million to sustain and grow our assets and returned over $1.1 billion to shareholders in the first quarter. While our full year outlook is lower than previously expected, we are encouraged by the continued stabilization of crop nutrient markets and anticipate increased fertilizer demand in the second half of the year. We expect to generate strong cash flows in 2023 and maintain a balanced and disciplined approach to capital allocation. Shifting to the highlights from the first quarter. Nutrien Ag Solutions results were impacted by delays to grow our purchases and to lower margins compared to the exceptionally strong period in 2022. We Retail fertilizer prices declined in the quarter, albeit at a slower pace than wholesale benchmark prices and margins were below normalized levels as we worked through higher cost inventory. We ended the quarter with U.S. fertilizer inventory down 10% year-over-year, leaving a significant amount of our spring fertilizer volume to procure in the second quarter. Crop Protection product margins were impacted by lower prices for certain herbicide products and and later grower engagement compared to the previous year. This resulted in a temporary build of crop protection inventory, but this product is moving through the channel in the second quarter as field work has accelerated. Seed sales and margins improved due to higher prices, increased crop acreage and the strong performance of our proprietary seed lines. We completed 8 retail acquisitions during the quarter in the U.S., Brazil and Australia. In Brazil, our primary focus in 2023 is on the integration of acquisitions completed last year. The results for our potash, nitrogen and phosphate business were impacted by lower benchmark prices compared to the exceptionally strong period in 2022. We had good initial uptake for our potash winter fill program in North America. However, volumes were down from the prior year as customers purchased on a just-in-time basis. Canpotex sold record volumes to Brazil, driven by strong demand for the Sofina planting season and to lower imports from Eastern European producers compared to Q1 2022. Potash shipments to spot markets in Asia declined as our customers work down inventory and contract settlements with India and China were delayed as buying patterns continue to evolve. Global potash prices were relatively stable to begin the year, but declined later in the quarter due to the lack of consistent market engagement. We adjusted potash production across our low-cost network and pulled forward maintenance activities, preserving the flexibility to quickly ramp up production when stronger demand reemerges. Nitrogen benchmark prices were highly volatile due to a sharp drop in European gas prices, lower Indian urea imports and weaker industrial demand. Our North American nitrogen plants operated very well in the quarter and benefited from low natural gas costs in comparison to other global producers. Trinidad was impacted by gas curtailments of approximately 20%, which was in line with our previous expectations. We are progressing well on engineering work for our Geismar clean ammonia project and remain on track to make a final investment decision in the second half of 2023. In recent months, we have received significant external interest regarding co-investment or potential equity partnerships in the project. We plan to explore these options as we continue our evaluation of the project with a view of maximizing value for shareholders. Our phosphate business benefited from the stability of our feed and industrial product lines, partially offsetting the impact of lower sales volumes and fertilizer prices. We completed maintenance and reliability initiatives during the quarter and are targeting utilization rates above 90% in the second half of the year. Turning to the outlook. Geopolitical and weather-related challenges continue to impact global agriculture commodity markets. The global grain stocks to use ratio is at its lowest point in more than 25 years, and we expect it will take multiple cropping cycles to restore stocks to more adequate levels. Agriculture is a seasonal business, and there has been some near-term pressure on crop prices resulting from a record Brazilian soybean harvest and favorable planting progress in the U.S. Even with this recent softening, new crop futures for corn, soybeans and wheat are around 15% above the 10-year average. Growers are increasing acreage and have the incentive to invest in their crop, leading to strong demand for crop inputs as the planting season progresses in the Northern Hemisphere. To give you some context from a fertilizer demand standpoint, our second quarter U.S. retail fertilizer sales volumes are currently up 40% compared to the previous year. With product moving rapidly through the supply chain, we have seen some spot shortages in the U.S., in particular, for potash and urea. This is highlighting the challenges that can emerge from just-in-time purchasing. Retail fertilizer inventories are projected to end the second quarter down significantly compared to last year, which supports the need for a strong summer refill. We expect second half global potash demand will be up significantly compared to the same period in 2022, with the majority of the increase in Brazil and North America, which are the 2 largest markets for our potash. The timing of a new China contract remains uncertain, but we do not view this as a significant impediment to a recovery in global demand. Global trade flows have evolved over the past year, and China's seaborne imports now represent only 5% of global shipments. For Nutrien, it also represents a relatively small percentage of our total sales as we have shifted more volume to higher netback markets. On the supply side, Belarus has gradually increased potash exports through ports in Russia, partially offset by lower Russian production producer exports. We expect Eastern European potash shipments will be up approximately 15% in 2023 compared to last year, but still down 30% from 2021. We maintained our global potash shipment forecast at 63 million to 67 million tonnes, which is well below the estimated trend demand of above 70 million tons. We expect increased demand as markets stabilize, driven by growth in global crop production, lower channel inventories and the need to replenish potassium levels in the soil. I will now turn it over to Pedro to review our guidance assumptions and capital allocation plans for 2023.""]",management_discussion
3,0,NTR.TO,NTR.TO_3251193,1,2023-05-11 14:01:01,NTR.TO - Earnings call Q1 2023,2023,3,Pedro Farah,"[""Thanks, Ken. Good morning. Our revised full year guidance reflects changes in fertilizer benchmark prices since mid-February and our expectation of a more stable market going forward. In retail, our initial guidance assume a reset in crop nutrient and crop protection margins compared to the extraordinary levels achieved in 2022. In North America, demand is accelerating as expected, but we have seen fertilizer margins temporarily drop below normalized levels as we work down higher cost inventory. We expect to end the spring season with very low inventories and for North America crop nutrient margins to recover in the second half. We could still see below normal margins in Brazil in the third quarter as grower purchases are not likely to accelerate until close to the spring planting season in September. Turning to potash, we assume North American prices remain firm through spring and then follow a typical seasonal pricing pattern. Offshore prices have moved lower in the second quarter due to the lack of consistent buying. However, we forecast prices to stabilize in the second half as demand increases. We lower our 2023 potash sales volume guidance to 13.5 million to 4.3 million tons, due to the delayed contract settlements and slightly higher export volumes from Eastern Europe. We have adjusted our production plans accordingly, and we'll maintain a flexible approach to our potash ramp-up, facing the timing of capital expenditures with the expected recovery in demand. The investments completed to date have provided for greater production flexibility and increased our autonomous mining capabilities. These are important initiatives that enhance safety and reliability while supporting the low-cost position of our potash mines. In nitrogen, we forecast a normal seasonal reset for urea and UAN prices following spring. We expect an increase in global ammonia prices during the second half as prices are currently trading well below the estimated margin of cost, which we do not believe is sustainable or an extended period. We are assuming U.S. natural gas prices will average around $3 per MMBtu in 2023 and Western Canadian gas below that level, continuing to position our nitrogen assets at the low end of the global cost curve. Cash from operating activities is projected at $5 billion to EUR 5.8 billion in 2023, a relatively small decline compared to our previous forecast. As we have stated before, one of the benefits of our integrated business is the countercyclical impacts on cash flow. We project a large increase release of working capital with a reset in fertilizer prices. And our cash conversion ratio would have been even higher this year, if not for the timing impact of cash tax payments. We continue to deploy a disciplined approach to capital allocation that balances our priorities of maintaining a strong balance sheet, investing in sustainability and growth of the business, and providing meaningful return to shareholders. While our cash flow allows us to fund all of our strategic projects, and we have a strong balance sheet to cushion the volatility, we will continue to review our investments to ensure they provide the best return on investment through the cycle. We allocated $900 million of share repurchases in the first quarter and intend to remain opportunistic, taking advantage of our existing NCIB. We announced a 10% increase in our dividend per share in February that aligned to the significant reduction in share count over the previous 12 months. Since 2018, we have reduced our outstanding share count by 23% and increased the dividend per share by 33%, demonstrating our commitment to capital returns through the cycle. I'll now pass it back to Ken.""]",management_discussion
4,0,NTR.TO,NTR.TO_3251193,1,2023-05-11 14:01:01,NTR.TO - Earnings call Q1 2023,2023,4,Kenneth Seitz,"['Thanks, Pedro. I will just make a few final comments. The fundamentals for our business remain strong. We anticipate increased fertilizer demand in the second half of 2023, and supply issues that emerged in 2022 have yet to be resolved. Following a period of unprecedented volatility, we expect fertilizer prices to stabilize near mid-cycle values, reflecting the strength of underlying market fundamentals. We are generating strong cash flow from our integrated business and will remain disciplined in our capital allocation approach as we position the company to serve the needs of our customers and deliver long-term value for our shareholders. We would now be happy to take your questions.']",management_discussion
5,0,NTR.TO,NTR.TO_3251193,1,2023-05-11 14:01:01,NTR.TO - Earnings call Q1 2023,2023,5,Operator,"['Thank you. Ladies and gentlemen, we will now conduct the question-and-answer session. [operator instructions] Your first question comes from the line of Ben Isaacson from Scotiabank.']",management_discussion
6,0,NTR.TO,NTR.TO_3251193,1,2023-05-11 14:01:01,NTR.TO - Earnings call Q1 2023,2023,6,Ben Isaacson,"[""Just on potash. You talked about just-in-time buying. Southeast Asia is destocking. Can you or Jason or Chris, remind us of when are the key buying times in each of the main regions? And how are channel inventories in those regions? And if I can just sneak in a really quick one. On the Q4 call, when you talked about your 5% buyback, the stock was about $80, and now it's about $60. Has that changed your philosophy in terms of how aggressive you'll be when it comes to buybacks?""]",question_answer
7,0,NTR.TO,NTR.TO_3251193,1,2023-05-11 14:01:01,NTR.TO - Earnings call Q1 2023,2023,7,Kenneth Seitz,"[""Yes. Good morning Ben, and thank you for the question. And yes, absolutely, we sort of walk market by market on potash as we've done in the past. And so maybe I'll hand that over to Mark and probably augment it by Jason. And then on the share buyback question, I'll hand it over to Pedro. So thanks, Ben.""]",question_answer
8,0,NTR.TO,NTR.TO_3251193,1,2023-05-11 14:01:01,NTR.TO - Earnings call Q1 2023,2023,8,Mark Thompson,"[""Ben, this is Mark. So maybe I'll just do a bit of a flyover on some of the key markets, and then I'll pass it to Jason to talk about specific timing of application season I think generally, as Ken said in his comments, there's really 3 key themes here we see in potash globally. I think first, it remains a supply-constrained market. And really what we see relative to our expectations in February is about 1 million more tonnes coming out of the former Soviet Union as a whole. I think second, as Ken mentioned, we are seeing trade flows shift structurally. And really the biggest themes there that we see is the North American production is becoming more important innovator proportion of buying in markets like North America, Brazil and Southeast Asia, former Soviet Union production is disproportionately moving into China. And then third, production of lays is increasingly finding markets in China and Southeast Asia. And so I think those are the 3 biggest factors as it relates to the structural shifts. And third, as Ken mentioned, we do see demand recovering in the second half and certainly do see long-term trend demand intact. So maybe just to drill down into some of the markets more specifically. Brazil was certainly a bright spot in Q1. Capitec had record shipments into Brazil in Q1. We did see a recovery there, and we do expect a rebound for the remainder of the year and buying to accelerate to meet their seasonal means as we move through the second quarter and into the second half. From an India standpoint, obviously, there was contracts signed with major producers and suppliers recently. One of the big items that we're waiting for there, while we have seen some products start to move is a subsidy announcement from India, right now, we would probably be historically late for that announcement. So we expect that at any time. And we would anticipate that when that's announced, we'll see further movement in product into India. From a Southeast Asia standpoint, we have seen some volume moving to Southeast Asia. We've seen inventories that were higher costs from 2022 continue to be worked down. We did see some reengagement in buying following the Indian contract. Inventories are normalizing, and we are starting to see fresh purchases. And again, we would expect those to accelerate through the second quarter and into the second half. And then I think finally on China. From an inventory standpoint today, we would see port inventories in China between 2.3 million and 2.5 million tonnes, probably about 500,000 to 600,000 tonnes of that is sitting in bonded warehouses today. And certainly, we have seen that inventory be a little bit stickier because of the trade flow shifts that we've seen. But as Ken said, I think what we've seen over the past 12 months, certainly from a China perspective is that while the contract markets have historically been benchmarks or events that the global markets look to, in a year like 2023, with these trade flow shifts, we think China's seaborne imports are only going to represent about 5% of global shipments. And so we expect that this is going to be a trend that these contracts will be less significance to the global market over time and really a smaller part of the picture. So finally, in North America, as we've talked about, because of the lack of field activity in Q1, we had a seasonally slow Q1. But really, in April, things have picked up substantially. I was just in the field last week with our team. And as Ken said, product is moving extremely well. We saw one of the biggest drawdowns in the last 5 years, month-over-month between March and April in our customer-owned inventories, and certainly saw inland production of potash moving very well at our distribution terminals. So I think from a timing perspective, I'll just let Jason talk about some of the specifics on that.""]",question_answer
9,0,NTR.TO,NTR.TO_3251193,1,2023-05-11 14:01:01,NTR.TO - Earnings call Q1 2023,2023,9,Jason Newton,"[""Sure. Thanks, Mark. Just to start with Southeast Asia and the timing of shipments and applications in that market. It is a region, particularly as we look at Indonesia and Malaysia where there's a long lead time between purchases and applications. And that's part of the reason why the high-priced inventories are holding up there. So there's large volumes purchased early in the second half of last year that flowed in through the end of 2022 and carried over into early 2023 and start to see applications in late Q1 and those inventories moved lower through the second quarter of the year in Southeast Asia. And then in Brazil, in terms of the timing, just we did see unusually strong imports of potash in Brazil in the second quarter of last year, which really led to a buildup in inventories in that market in front of Q3, and we'd expect more normal levels of imports in through Q2 and then the seasonally normal volume of imports coming in late Q2, early Q3 in front of the applications for their spring season in September.""]",question_answer
