row_number,Unnamed: 0_x,symbol,id,quarter,time,title,year,Unnamed: 0_y,name,speech,session
0,28,NTR.TO,NTR.TO_208034,3,2020-11-03 10:01:01,NTR.TO - Earnings call Q3 2020,2020,1321,Operator,"[""Greetings, and welcome to Nutrien's 2020 Third Quarter Earnings Call. [Operator Instructions] As a reminder, this conference is being recorded. I would now like to turn the conference over to Richard Downey, VP of Investor Relations. Please go ahead.""]",management_discussion
1,28,NTR.TO,NTR.TO_208034,3,2020-11-03 10:01:01,NTR.TO - Earnings call Q3 2020,2020,1322,Richard  Downey,"[""Thank you, operator. Good morning, everyone, and welcome to Nutrien's conference call to discuss our third quarter 2020 results and outlook. On phone with us today is Mr. Chuck Magro, President and CEO of Nutrien; Mr. Pedro Farah, our CFO; and the heads of our 3 business units. As we conduct this conference call, various statements that we make about future expectations, plans and prospects contain forward-looking information. Certain material assumptions were applied in making these conclusions and forecasts. Therefore, actual results could differ materially from those contained in our forward-looking information. Additional information about these factors and assumptions are contained in our current quarterly report to our shareholders as well as our most recent annual report, MD&A and annual information form filed with Canadian and U.S. Security Commissions to which we direct you. I will now turn the call over to Mr. Chuck Magro.""]",management_discussion
2,28,NTR.TO,NTR.TO_208034,3,2020-11-03 10:01:01,NTR.TO - Earnings call Q3 2020,2020,1323,Charles Victor Magro,"[""Thanks, Richard, and good morning, everyone. First off, I hope you and your families are all safe and healthy. While most companies and industries have seen an impact to their business due to the COVID-19 pandemic, agriculture has been more resilient than most and is now demonstrating real strength as we head into 2021. This underscores the consistent growth in global food demand even through a global economic and health crisis. The fall application season is well underway across the U.S., as the harvest is ahead of normal. Crop prices have increased due to a combination of excellent global demand and lower-than-expected production, resulting in strong grower margins.Furthermore, fertilizer affordability is high, particularly for potash and nitrogen. As a result, we are optimistic of the fall application season will be good. And we are also positive on the outlook for 2021. Before turning to the overview of our third quarter results and the outlook, I'd like to provide context on the noncash impairment and tax benefit we recognized this quarter. The noncash impairment was mostly associated with our phosphate facilities in White Springs and Aurora. This is based on our expectation for a challenging long-term price outlook for phosphate, caused by structural oversupply from low-cost regions.Our tax rate was lower than usual this quarter due to a combination of U.S. legislation changes, the tax benefit of recognizing noncash impairments and a shift in the mix of jurisdictional earnings. Now turning to our Q3 results. Retail ag solutions reported 13% higher EBITDA in the first 9 months, which included double-digit growth in revenue and gross margin. We continue to deliver strong organic growth and realized the benefits from recent acquisitions.Our third quarter Retail ag solutions EBITDA was down $28 million over the last year, due primarily to the weather-related shift in earnings from Q2 into Q3 in 2019. The biggest variation was in crop protection and application services that were impacted by lower-than-expected U.S. acreage, relatively low discretionary crop protection product spend and very low insect pressure due to dry conditions in the corn belt.These factors, combined with supplier bundling programs, created additional competitive pressure in the crop protection market this quarter. However, on a year-to-date basis, our U.S. crop protection gross margins and percentage margins are both higher this year. We also continue to report EBITDA of over $1 million per U.S. selling location and retail margins of nearly 10% and significantly lower working capital over the past 12 months. In fact, retail inventory alone was reduced by over $400 million during this quarter.Retail ag solutions in Australia and South America delivered additional $31 million in EBITDA in the third quarter over the same period last year. The integration of Ruralco continues to proceed ahead of plan. And we have now hit our original synergy target of $30 million, and we also expect to capture an additional $20 million in synergies by the end of 2021 from this strategic acquisition. Uptake of our digital platform continues to exceed our expectations, and we have now surpassed the $1 billion in online sales, nearly 4x greater than the digital sales in all of 2019.The new functionalities, such as our digital seed recommendation and crop planning tools, are also being rolled out this year. We will provide a virtual demonstration of our digital platform leading up to our November 30 investor update, and we'll introduce new metrics to help illustrate the benefits of our leading digital tool for both our customers and for our business.Moving to the Q3 results for our wholesale operations. Our Potash operating results from a production, sales and cost perspective were impressive again. Potash demand was strong in the third quarter, both domestically and offshore. Canpotex is fully committed into early 2021, and our domestic order book is nearly full for the balance of this year. Our cash cost of production was $9 per tonne lower than 2019, partly due to production efficiency gains. We do have maintenance turnaround scheduled at 3 of our mines in the fourth quarter, which will increase per tonne cost and limit sales availability. However, we still expect 2020 to be our best year from a cost perspective.For nitrogen this quarter, we reported excellent operating rates, lower cost and higher ag-related sales volumes, largely associated with our summer fill program. However, nitrogen adjusted EBITDA was down 21%, due to lower nitrogen prices and lower industrial and feed volumes due to reduced global industrial demand, largely associated with the impact of COVID-19. We made the difficult decision to indefinitely curtail production at our smallest ammonia plant in Trinidad because of uncompetitive gas costs. And we are now operating the rest of the complex at full operating rates. With U.S. harvest near complete and a clear line of sight on our potash and nitrogen businesses to the year-end, our guidance is intact, and we have narrowed the annual adjusted earnings guidance to $1.60 to $1.85 per share and our adjusted EBITDA guidance to $3.5 billion to $3.7 billion.Now shifting to our outlook for the global crop input sector. Overall, the fundamentals for our business have strengthened over the past quarter. As the grain and oilseed supply demand has tightened significantly, corn and soybean prices have increased 25% to 30% over the past 2 months. U.S. grower margins for key crops are up close to 50% compared to the previous 3 year average and are the strongest they have been in many years. This will create incentives to increase planting and crop input applications in the U.S. and other regions next year.Prices of most major crops in China have increased significantly as a result of tight domestic supply and demand fundamentals, particularly for feed grains as the hog herd quickly recovers from African swine fever. We believe the increased demand for both Chinese feed and food is structural, and we expect elevated grains and oilseed imports into 2021 and beyond that. Record crop prices in Brazil are expected to boost summer soybean and Safrinha corn planting by around 5%. While planting was delayed by dry weather, farmers have made significant progress in recent weeks.Grower sentiment is extremely strong and underscores why expanding our business in Brazil is strategically important. Harvest is in full swing in Australia, and growers are working to get a bumper crop into the bins, and crop prices remained strong. Following harvest, the weather outlook is for favorable rainfalls, which could set Australian farmers up for another successful season. Potash prices strengthened as global demand is strong, and we maintain our 2020 global potash shipment forecast at 65 million to 67 million tonnes. With increased consumption in all key regions, including China, the market conditions have tightened significantly, and we are taking domestic orders at $30 per tonne above our summer fill program.Reports indicate that most of the major suppliers are sold out for the rest of 2020. Canpotex will not place product into China warehouses after October 30 contract expires, and other key markets are on sales allocation. We believe that potash reached floor levels early in 2020.For nitrogen, we believe there was little growth in global demand this year due to the macroeconomic impacts of COVID-19. This significantly reduced industrial demand, which we expect has delayed the recovery in nitrogen by about a year. However, strong urea demand in India and Brazil, combined with lower supply from China has provided the market with stability, and the recent increase in natural gas prices, especially in Europe, should help support global nitrogen pricing.Ammonia prices have also firmed over the past few months. In North America, urea prices are likely to rise to close the gap against global benchmark pricing. While there is still some new nitrogen capacity coming online, the regions where most of this new capacity is located have encountered significant delays or have low historic operating rates. With limited new supply after 2021, growing demand, higher global energy prices and an expected recovery in the global economy, we expect the nitrogen market to tighten over time.Nutrien expects to lead the next wave of innovation and sustainability in agriculture. And in the first half of 2021, we will lay out our climate targets and commitments, which include tools that can fundamentally change sustainable agriculture. We will provide more details on this at our Investor Day on November 30, and we encourage you to sign up for this on our website. As we look at -- to 2021, we believe the fundamentals for our business are strengthening. And while we execute on closing out a solid 2020, we see compelling drivers for improved results across our businesses in 2021.We would now open the call to your questions on the quarter and the outlook for our business.""]",management_discussion
3,28,NTR.TO,NTR.TO_208034,3,2020-11-03 10:01:01,NTR.TO - Earnings call Q3 2020,2020,1324,Operator,['[Operator Instructions] Our first question is from P.J. Juvekar with Citigroup.'],question_answer
4,28,NTR.TO,NTR.TO_208034,3,2020-11-03 10:01:01,NTR.TO - Earnings call Q3 2020,2020,1325,Prashant N. Juvekar,"['So a quick question on phosphates. You took a write-down in phosphates due to structural oversupply. When you take a charge like that, do your auditors make you look at sort of the next 5-year outlook? And there was a CBD case filed by a competitor, which led to higher U.S. prices. Did you take that into consideration? Can you just talk about the timing of this charge, and how do you -- the outlook that led to it?']",question_answer
5,28,NTR.TO,NTR.TO_208034,3,2020-11-03 10:01:01,NTR.TO - Earnings call Q3 2020,2020,1326,Charles Victor Magro,"['Yes, Good morning, P.J. So Pedro, our CFO, can answer your questions. Go ahead, Pedro.']",question_answer
6,28,NTR.TO,NTR.TO_208034,3,2020-11-03 10:01:01,NTR.TO - Earnings call Q3 2020,2020,1327,Pedro  Farah,"['Thank you, Chuck, and thank you [ Prashant ]. So of course, our auditors look into that. We do very frequent reviews of our assets. There was a certain schedule for this. I think the impairment was triggered by a review with the Board of our long-term outlook for phos prices and that was corroborated with a number of different outside sources as well. So it was not only an inside forecast, but also corroborated by outside sources. So we could see that the values we are carrying on our books were no longer supported by those prices and margins into the future.']",question_answer
7,28,NTR.TO,NTR.TO_208034,3,2020-11-03 10:01:01,NTR.TO - Earnings call Q3 2020,2020,1328,Prashant N. Juvekar,"[""And just quickly, I know you're going to talk about your climate goals in next -- at your Analyst Day. But I was just wondering, some of your competitors have taken steps with blue and green ammonia and was wondering if you have any initial thoughts on that?""]",question_answer
8,28,NTR.TO,NTR.TO_208034,3,2020-11-03 10:01:01,NTR.TO - Earnings call Q3 2020,2020,1329,Charles Victor Magro,"[""Yes, we do, of course. So look, our ultimate goal is to be a leader in ESG globally. And for that, we have some very big plans that we will start to introduce to the marketplace at our Investor Day. But here's just a quick preview. So we've been working, of course, on a lot of our digital tools, and we think we now have an excellent toolkit, probably the best in the industry to really change the way agriculture is fundamentally conducted on the farm.Now the starting point for that will be, of course, our own footprint. So just to your specific question on nitrogen, yes, we are looking at our nitrogen footprint and our product slate. And what I'd say is, even if you look at our product slate today, 1/3 of our ammonia sales today would be from low carbon. So if you use the phrase blue ammonia, about 1/3 of our sales would already come from that. So we're already a leader today in low-carbon ammonia production. We are looking at green ammonia, like every major player in the industry, and we're working through the technology and the economic issues and[Audio Gap]""]",question_answer
9,28,NTR.TO,NTR.TO_208034,3,2020-11-03 10:01:01,NTR.TO - Earnings call Q3 2020,2020,1330,Operator,['The next question is from John Roberts with UBS.'],question_answer
