row_number,Unnamed: 0_x,symbol,id,quarter,time,title,year,Unnamed: 0_y,name,speech,session
0,8,NTR.TO,NTR.TO_607239,2,2022-08-04 14:01:01,NTR.TO - Earnings call Q2 2022,2022,389,Operator,"[""Greetings, and welcome to Nutrien's 2022 Second Quarter Earnings Call."", '[Operator Instructions]', 'As a reminder, this conference is being recorded. I would now like to turn the conference over to Mr. Jeff Holzman, VP of Investor Relations. Please go ahead, sir.']",management_discussion
1,8,NTR.TO,NTR.TO_607239,2,2022-08-04 14:01:01,NTR.TO - Earnings call Q2 2022,2022,390,Jeff Holzman,"[""Thank you, operator. Good morning, and welcome to Nutrien's Second Quarter 2022 Conference Call. As we conduct this call, various statements that we make about future expectations, plans and prospects contain forward-looking information. Certain material assumptions were applied in making these conclusions and forecasts. Therefore, actual results could differ materially from those contained in our forward-looking information."", 'Additional information about these factors and assumptions are contained in our current quarterly report to shareholders as well as our most recent annual report, MD&A and annual information form filed with Canadian and U.S. Securities Commissions. I will now turn the call over to Ken Seitz, Interim President and CEO; and Pedro Farah, our CFO, for opening comments before we take your questions.']",management_discussion
2,8,NTR.TO,NTR.TO_607239,2,2022-08-04 14:01:01,NTR.TO - Earnings call Q2 2022,2022,391,Kenneth Seitz,"[""Good morning, and I will also welcome you to Nutrien's second quarter earnings call. Before we get into the discussion of our results and outlook for the remainder of 2022, I would like to highlight 3 key messages."", 'First, we believe structural changes to global energy, agriculture and fertilizer markets will provide a supportive environment for Nutrien well beyond 2022. Second, we are accelerating strategic growth initiatives that leverage the unique advantages of our integrated business, generate excellent returns on invested capital and enhance our ability to provide sustainable solutions to help feed a growing world.', 'And third, we are committed to a balanced approach to capital allocation that supports growth and the sustainability of our business, while also returning meaningful capital to shareholders. In 2022, we expect to invest around $3 billion on sustaining and growth initiatives and distribute approximately $6 billion in capital to shareholders.', 'Pedro will walk through our plans in more detail later on in this call. Now turning to our results and outlook. Nutrien delivered record first half earnings driven by the strength of market fundamentals, the advantaged position of our global production assets and the excellent performance of retail.', 'We continue to progress our sustainability priorities and had excellent safety performance across the company, including a strong engagement in our serious injury and fatality prevention efforts, which is the most important work we do. Nutrien Ag Solutions had a record first half with adjusted EBITDA of nearly $1.7 billion, up 38% from the prior year. The retail team delivered higher margins across nearly all products and geographies supported by the strength of our global supply chain and expanded offering of high-value products and services to growers.', 'Crop nutrient and crop protection margins were very strong due to strategic procurement in a rising price environment and growth in our proprietary nutritional products. North American fertilizer volumes were down in the first half to a combination of a very strong fall season in 2021, some crop mix shifts and a condensed application window this spring.', 'Fertilizer sales volumes outside of North America were up from the prior year, reflecting growth in our Brazilian retail network. Potash adjusted EBITDA increased to $3.4 billion in the first half, supported by higher realized prices and record offshore sales volumes.', 'Potash production increased by more than 5% compared to the first half of 2021, and controllable cash costs were relatively flat. The increase in production reduced our per tonne fixed costs and largely offset the impacts of inflation. Spot prices in Brazil and Southeast Asia were up significantly compared to the previous year, and Canpotex continued to prioritize its available volumes to these higher netback offshore markets.', 'In nitrogen, adjusted EBITDA in the first half increased to $2.2 billion as higher realized prices more than offset lower sales volumes and higher natural gas prices. The delayed start of the North American spring season impacted sales volumes, in particular, ammonia and UAN, and was a major contributor to the decline in nitrogen benchmark prices that occurred in the second quarter.', 'We had record phosphate adjusted EBITDA of $423 million in the first half as higher realized prices more than offset the large increase in ammonia and sulfur input costs. In the second quarter, we recognized a noncash impairment reversal of $450 million, which was driven by improved market fundamentals and a more favorable view of phosphate margins.', 'Turning to the outlook. Global grain and oilseed inventories remain historically low. The recent deal to reopen Ukrainian exports through the Black Sea would be a positive development for global food security if there is a sustained increase to shipments.', ""However, analysts believe volumes will continue to be challenged by labor and logistical constraints in addition to ongoing military strikes in the region. Ukraine's grain production and export levels are projected to be down dramatically compared to 2021, leaving little buffer for any supply issues in other regions this growing season."", 'U.S. grain conditions were generally favorable. However, high temperatures in July likely capped yield potential and record high temperatures in Europe have reduced summer crop yields. Crop commodity prices have been impacted over the past month by broader market volatility but are still 25% to 35% above the 10-year average, and futures are trading at elevated levels on a multiyear basis.', 'In North America, we expect strong grower demand in the third quarter for top dress nitrogen, special nutritional products and crop protection products. The crop was planted late, but is maturing rapidly with the recent hot weather, and we are planning for a normal application window this fall.', 'In Brazil, grower margins are strong and soybean planted area is expected to increase by 2% to 4%. Fertilizer inventories have been slow to move from port to inland positions as buyers look to purchase on a just-in-time basis. But we anticipate strong movement over the next 2 months to ensure product is available for the upcoming planting season.', 'In potash, much of the focus remains on supply challenges in Eastern Europe. Shipments from Russia and Belarus were down an estimated 25% and 50%, respectively, in the first half of 2022. Russian potash is not currently sanctioned, but has been impacted by restrictions on financing activities that facilitate exports.', 'The impact of sanctions on Belarus supply has been more significant due to the loss of access to tidewater through Lithuania. Belarus is reportedly shipping small volumes via container, which for a bulk commodity is a more costly and logistically challenging option.', 'We narrowed our global potash shipment forecast to between 61 million and 64 million tonnes in 2022 and expect shipments to be constrained by restrictions on exports from Russia and Belarus. Beyond the existing supply challenges, we see the potential for delays in the development of new potash capacity from this region, which was projected to be the source of approximately 60% of new potash supply, excluding Nutrien, over the next 5 years.', ""We expect nitrogen prices to strengthen in the second half supported by high European gas prices as well as restricted Chinese urea and Russian ammonia exports. European gas prices averaged close to $50 per MMBtu in July which equates to an ammonia cash production cost of over $1,700 per tonne. More than 20% of the Europe's ammonia production is estimated to be curtailed, and there are concerns over gas pricing and availability through the winter in Europe."", 'Many buyers have delayed purchases given recent market volatility, and we expect a seasonal resurgence of demand in the second half that could further tighten supply. I will now turn it over to Pedro to review our financial guidance and capital allocation plans.']",management_discussion
3,8,NTR.TO,NTR.TO_607239,2,2022-08-04 14:01:01,NTR.TO - Earnings call Q2 2022,2022,392,Pedro Farah,"['Thanks, Ken. First, a few comments on our guidance. We expect a strong second half and a projected adjusted EBITDA in the region of $14 billion to $15.5 billion and adjusted EPS in the range of $15.80 to $17.80 per share. The midpoint of our adjusted EPS guidance represents a nearly threefold increase compared to 2021, reflecting both the increase in total earnings and the reduction in our weighted average shares outstanding.', 'Retail had a very strong first half, and we are now guiding to adjusted EBITDA between $2.1 billion and $2.2 billion in 2022, which represents a 12% annual growth rate over the past 5 years. We expect a more normal fall application season in North America and anticipate per tonne crop nutrient margins below the historically strong levels we achieved in the second half last year.', 'In potash, we narrowed our adjusted EBITDA guidance range and expect record volumes driven by strong demand in offshore markets. Potash prices have been the most stable amongst the 3 primary nutrients and we anticipate that will continue through the second half. Our revised nitrogen earnings guidance range reflects the impact of low North American benchmark pricing and higher than previously forecast domestic natural gas prices.', 'Despite this change, we maintain our constructive outlook for nitrogen markets through the second half of the year and into 2023. We project cash from operating activities of approximately $9.5 billion assuming a cash conversion ratio of 65% at the midpoint of our adjusted EBITDA guidance.', 'This ratio is lower than previously forecast due to a change in timing of working capital requirements, However, we expect this to result in a more favorable impact to our operating cash flow in 2023.', 'As Ken mentioned earlier, we have a balanced approach to capital allocation and intend on allocating approximately 1/3 of our operating cash flow to growth in sustained projects. The remaining 2/3 we plan on returning to shareholders through dividends and share repurchases, reinvesting [ $1.3 billion ] to [ $1.4 billion ] in sustaining projects to ensure we maintain a safe and reliable operations as well as support our expanding production capability.', 'This is slightly higher than our previous guidance and reflects inflationary pressures on labor and equipment. We believe that inflation and equipment, in particular, may be transitory. We are allocating approximately $1.7 billion to advance high return strategic initiatives across our business that we expect will drive earnings growth through the cycle.', '[ Material ] accounts for nearly 60% of the growth capital with acquisitions and investments focused on expanding our network in core geographies, enhancing our digital capabilities and growing our proprietary products portfolio. We have completed or announced 10 acquisitions so far this year in Brazil, [ the last in ] Australia, for a total investment of approximately $450 million.', 'Following completion of the 2 recent announced acquisitions in Brazil, we expect to surpass our stated target of $100 million of adjusted EBITDA by 2023. Our portfolio of Brazilian acquisitions are performing very well, exceeding our hurdle rate for this market. In potash, the majority of investment is related to underground mine development and additional mining equipment to support the accelerated ramp of our production capability to 18 million tonnes by 2025.', 'This is flexible, low-cost production capability that is unmatched in the industry. And based on what we are seeing in the market is production that will be needed to meet global demand. We estimate a capital cost at $150 to $200 per tonne, providing a very short payback period or in other words, a low [ regret ] cost based on projected margins.', 'We continue to advance our low-cost Phase II nitrogen brownfield expansion projects. And in May, we announced our intention to build a 1.2 million tonne clean ammonia facility at our existing site in Geismar, Louisiana.', 'This project provides an opportunity to leverage existing infrastructure and access to tidewater. We believe this project can achieve attractive returns at mid-cycle ammonia prices, allowed Nutrien to participate in the current and emerging end use markets for merchant ammonia and play a key role in achieving our 2030 emissions reduction goals.', 'To be clear, we are not relying on additional volume or a price premium that may come with the development of a larger clean ammonia market. This will be an upside. Finally, we intend on returning $6 billion in capital to shareholders in 2022, which equates to 13% of our current market cap, around $1 billion of this is our dividend, which was increased by 4.4% back in February.', ""Given the confidence in our operating cash flow, we announced yesterday our intent to complete our existing 10% NCIB in 2022. Completing the NCIB could lower our common shares outstanding to around 500 million by year-end. We plan on factoring in the significant reduction in share count in the decision criteria as we target sustainable and growing dividends over time. And now I'll pass it back to Ken.""]",management_discussion
4,8,NTR.TO,NTR.TO_607239,2,2022-08-04 14:01:01,NTR.TO - Earnings call Q2 2022,2022,393,Kenneth Seitz,"['Thanks, Pedro. I would just make a few final comments. The fundamentals for our business remain very strong, and the challenge of feeding a growing world has never been more apparent. Nutrien is uniquely positioned to safely and sustainably respond to this challenge through our close connection with the grower, our extensive global supply chain and our top tier production assets.', ""I'm confident we can deliver due to the efforts of our talented people across the organization who I would like to thank for their hard work and dedication to helping Nutrien feed the future. I'm joined today by members of our leadership team, and we would be happy to take your questions.""]",management_discussion
5,8,NTR.TO,NTR.TO_607239,2,2022-08-04 14:01:01,NTR.TO - Earnings call Q2 2022,2022,394,Operator,"['[Operator Instructions]', 'Your first question comes from Andrew Wong of RBC Capital Markets.']",management_discussion
6,8,NTR.TO,NTR.TO_607239,2,2022-08-04 14:01:01,NTR.TO - Earnings call Q2 2022,2022,395,Andrew Wong,"[""So just regarding the nitrogen guidance, obviously, the market was a bit weaker into midyear than we all expected, but also, like you mentioned in the prepared remarks, supply is very constrained with the high nat gas situation that we're seeing in Europe."", ""And we just saw urea move up about $100 last week and things can move pretty quickly in nitrogen. So just kind of curious what your assumptions are in the upper and the lower end of the guidance range. And -- are you maybe being a little bit conservative here just because of what we're seeing today?""]",question_answer
7,8,NTR.TO,NTR.TO_607239,2,2022-08-04 14:01:01,NTR.TO - Earnings call Q2 2022,2022,396,Kenneth Seitz,"[""Great. Thank you for the question, Andrew. And -- yes, I mean, it's true that we had a fall application season -- a strong fall application season in 2021. And of course, the late start to the spring, which led to some shifts in crop mix and some prevent plant area, which led to lower application rates and therefore some carryover from the spring season."", ""So -- yes, we've seen some seasonal volatility here, and yet it is a supply constrained market. I will -- I'll hand it over to first Raef to provide some additional color just on how we -- that volatility and how we've set our guidance for the year.""]",question_answer
8,8,NTR.TO,NTR.TO_607239,2,2022-08-04 14:01:01,NTR.TO - Earnings call Q2 2022,2022,397,Raef Sully,"['Yes. Thanks, Ken, and thanks, Andrew. Look, as you noted, the volatility was much higher in the first half than we had thought. And that impacted our results. As Ken mentioned, we had really good application rates last fall.', 'We had the delayed start to the season. We sure have had some supply constraints. That said, looking forward, the fundamentals remain really strong here. Global demand continues to outstrip global production increases.', ""As you mentioned, the EU gas pricing remains high, leading to challenges there, which we'll keep an eye on is the conversion cost of ammonia into -- sorry, natural gas into ammonia and also ammonium nitrate. And you can see that current pricing capacity starts to get shut in, in Europe."", ""Chinese export reductions remain in place. There are -- I think the only of export of about 750,000 tonnes in the first half. Our outlook is probably going to be around 2 million, 2.5 million  for the full year. That's quite a lot down from normal levels of 3 million to 5 million tonnes."", ""In addition, we're excited about the potential we see in the growth of low carbon. So I think despite the volatility we saw in the first half, we think we see a really good outlook for the second half and beyond. But Jason, I don't know if you want to add anything?""]",question_answer
9,8,NTR.TO,NTR.TO_607239,2,2022-08-04 14:01:01,NTR.TO - Earnings call Q2 2022,2022,398,Jason Newton,"[""Andrew, I guess specifically, when talking about the outlook on benchmark prices, as you say, we've seen significant volatility in the last couple of weeks with global -- of global ammonia and urea prices and even in urea prices coming up in North America. I think if we look towards the fourth quarter of the year, we have sort of typical seasonal improvement in prices in the forecast as is normally the case, and we expect a constrained and tightened market."", ""That said, relative to the current market conditions, that seasonal increase should be relatively modest. And we certainly don't have included in forecast a return to prices as they were in the first half of the year."", ""But if you look at where natural gas prices are today in Europe and the impact that's having on production shutting down, certainly, marginal cost is even above where prices peaked at the first part of the year.""]",question_answer
