row_number,Unnamed: 0_x,symbol,id,quarter,time,title,year,Unnamed: 0_y,name,speech,session
0,19,NTR.TO,NTR.TO_222630,2,2021-08-10 10:01:01,NTR.TO - Earnings call Q2 2021,2021,885,Operator,"[""Greetings, and welcome to the Nutrien's 2021 Second Quarter Earnings Call. [Operator Instructions] As a reminder, this conference is being recorded.I would now like to turn the conference over to Richard Downey, VP of Investor Relations.""]",management_discussion
1,19,NTR.TO,NTR.TO_222630,2,2021-08-10 10:01:01,NTR.TO - Earnings call Q2 2021,2021,886,Richard  Downey,"[""Thank you, operator. Good morning, everyone, and welcome to Nutrien's conference call to discuss our second quarter results and outlook. On the call with us today is Mr. Mayo Schmidt, President and CEO of Nutrien; and Mr. Pedro Farah, our CFO. We also have the heads of our business units, Ken Seitz for Potash; Raef Sully for Nitrogen and Phosphate; for Retail, we have Jeff Tarsi and David Elser; and Mark Thompson, who leads our Strategy and Sustainability Group; and of course, our Head of Market Research, Jason Newton.As we conduct this call, various statements that we make about future expectations, plans and prospects contain forward-looking information. Certain material assumptions were applied in making these conclusions and forecasts. Therefore, actual results could differ materially from those contained in our forward-looking information. Additional information about these factors and assumptions are contained in our current quarterly report to our shareholders as well as in our most recent annual report, MD&A and annual information form filed with Canadian and U.S. Security Commissions to which we direct you.I will now turn the call over to Mr. Mayo Schmidt.""]",management_discussion
2,19,NTR.TO,NTR.TO_222630,2,2021-08-10 10:01:01,NTR.TO - Earnings call Q2 2021,2021,887,Mayo M. Schmidt,"[""Well, thank you, Richard, and I do want to pause the comment before I get into my prepared remarks. The Nutrien's team and I do want to wish you and your family all the best in your planned retirement, which will occur, of course, later this year and certainly recognize you and thank you for your 25 years of service to Nutrien. You've been an outstanding member of this team for many years and have enjoyed an exceptional career. You are appreciated and you will be missed. I know you're very pleased to be passing your charge over to Jeff Holzman, who I know many of you already know as our Vice President of Investor Relations.Well, thank you, Richard, and I do want to pause the comment before I get into my prepared remarks. The Nutrien's team and I do want to wish you and your family all the best in your planned retirement, which will occur, of course, later this year and certainly recognize you and thank you for your 25 years of service to Nutrien. You've been an outstanding member of this team for many years and have enjoyed an exceptional career. You are appreciated and you will be missed. I know you're very pleased to be passing your charge over to Jeff, who I know many of you already know as our Vice President of Investor Relations.So good morning, everyone, and welcome to Nutrien's second quarter earnings call. Today, I will recap the actions our teams have taken to fully benefit from excellent agriculture fundamentals and the demonstration of the advantages of our global integrated business structure, which together allowed us to execute on delivery of record performance for the quarter and for the first half of the year.This morning, I will also provide an update on the outlook and decisive actions that we have taken that allowed us to increase our annual adjusted EBITDA guidance to a midpoint over $6 billion for 2021, an increase of over 33%. Furthermore, we will illustrate the momentum that we will expect to carry forward well into 2022 and how the Nutrien team are enhancing our unique market position to drive value.So first of all, I would like to thank all our employees for the dedication and commitment they demonstrate each and every day in support of our grower customers in the more than 40 countries that we serve and as we work to feed a growing world. These efforts are especially apparent through the busy application seasons when our approximately 3,600 crop advisers are working directly with our grower customers as we produce to safely deliver nearly 30 million tonnes of potash, nitrogen and phosphate globally.Myself, the Board and all employees are very proud of how our potash team has responded to increase production significantly from our flexible, reliable, low-cost 6-mine network in the second half of the year to ensure our growers around the world have the potash they need to meet the ever-growing demand for food.So now turning to our results. Our first half adjusted EBITDA was over $3 billion, up 36% over last year's level. We delivered excellent results across all businesses, geographies and for most products and services. The key driver was impressive team execution with our well-positioned assets, higher prices for crop and fertilizers, and robust global demand. Our business also generated notable free cash flow of $1.9 billion in the first half of the year.Nutrien Ag Solutions, our retail operations, achieved a 24% year-over-year increase in adjusted EBITDA for the first half of 2021. In fact, almost all of our retail metrics showed significant improvement, and we are on track to meet or exceed our longer-term targets ahead of schedule.When we look across our Nutrien businesses, we generated a combined $1.2 billion in adjusted EBITDA in the second quarter, year-over-year potash earnings up 48% and nitrogen and phosphate businesses up 45%. The increase was due to continued focus on managing costs, making operational excellence core to everything we do, supported by stronger pricing. Our wholesale marketing and sales team execution was outstanding. Our team ensured we did not get overcommitted too early and optimized our retail distribution system.We evaluate our retail business on a first half and second half basis, representing the spring and fall application seasons. In the first 6 months of this year, we witnessed strong year-over-year performance across all geographies in the majority of our product shelves.Adjusted EBITDA in the first 6 months in the U.S., Canada and Australia were up over 20%, driven by organic growth, while our South American team's EBITDA was nearly double last year, driven by their strategic acquisitions. By product shelf, the biggest increase in earnings was for our crop nutrients with per tonne margins benefiting from well-placed inventories in a rising fertilizer price environment as well as record sales volumes.Volumes for crop protection and seed were higher year-over-year, helping drive a significant increase in gross profit. The increase was also due to improved proprietary product performance across all geographies and products with profits from all proprietary products up an average of 13% year-over-year. We also delivered excellent retail performance relative to our long-term targets, adjusted EBITDA percentages surpassing 11.4% compared to 10.3% in the first half of last year, partially supported by strategic fertilizer procurement.Our working capital, as a proportion of sales and cash operating coverage far exceeded our long-term targets, and our average EBITDA per location showed significant year-over-year improvement. The ongoing progress in these metrics is made possible by our continued focus on meeting growers' needs while also rationalizing our network, optimizing working capital and expanding our proprietary product line.We also reported $1.6 billion in digitally enabled sales in the first half of the year, nearly double the same period in 2020 and processed approximately 1.5 million grower payments through our system. We also continue to grow our retail business in Brazil and recently announced an agreement to acquire Terra Nova, the fourth value-enhancing [ Brazilian ] acquisition in the past 18 months. With this transaction, we operate 33 branches in Brazil and are well on our way to generating $100 million in run rate EBITDA by 2023. Our retail team continues to demonstrate exceptional performance across the board and in all geographies in which we operate.Our potash group performance has been outstanding. Ken and his team responded to market conditions and have fully delivered commitments to our customers while taking action to increase sales and production significantly to ensure our customers have the product they need. We are the only producer globally with the capability to respond. We delivered record volumes in the first half of 2021 and are on track to achieve a full year record.We are focusing all-time high global potash consumption in 2021 due to exceptional spot market demand in the U.S. and Brazil and in Southeast Asia, where we saw a significant market recovery this year. The demand has positioned Canpotex to place greater emphasis on these higher netback markets compared to contract markets of China and India. Overall, we project to produce nearly 14 million tonnes of potash in 2021. In fact, by the fourth quarter, we anticipate Nutrien to serve potash production to approximately 17 million tonnes on an annualized equivalent basis. We will continue to be proactive and flexible with our operating rate.Raef's teams in nitrogen and phosphate delivered excellent results in the first half, capturing much stronger prices and for nitrogen achieved a 92% ammonia operating rate despite increased turnaround activity and weather-related challenges. Phosphate margins this quarter reached an impressive $195 per tonne, and nitrogen margins averaged $182 a tonne, both were up almost 60% year-over-year despite higher input costs.We continue to benefit from the brownfield expansion projects completed over the past few years, which have both expanded production capability and increased product mix flexibility. These results also demonstrate our ability to leverage the competitive advantages of our extensive production and distribution network to execute on emerging market opportunities.For the near-term outlook, there is a wide range of crop conditions across North America. Crop maturity is generally ahead of normal, which bodes well for the fall application window. We may see some pullback on fertilizer applications in severe drought areas, such as Western Canada this fall. Overall, in North America, we expect solid crop input demand, supported by continued above-average crop prices. In Australia, very favorable weather conditions also continue to support strong crop input demand. Some ongoing weather challenges in Brazil have impacted yields for certain crops this year, but the outlook for next season is a further expansion in seeded acreage, which will support demand for all crop inputs.For fertilizers, the current price environment is a result of robust demand for all nutrients, driven by supportive agriculture and industrial market fundamentals. We expect these market dynamics will continue to support prices into 2022. That said, fertilizer affordability is something we watch closely. But even at today's elevated prices, most fertilizer to crop price indices are close to average levels and grower margins continue to be very favorable into 2022. We expect global potash demand in 2021 to be at record levels between 69 million and 71 million tonnes and global inventory levels in key regions to remain very low.There is no news at this point about a potential contract with China or India. However, we continue to believe that China will need to negotiate a new contract before the end of the year as their inventories continue to draw down as Chinese domestic demand has been seen as robust. Canpotex is already fully committed right into November, and we'll continue to focus on higher netback regions.We believe the future outlook for our company is excellent. We expect crop prices to remain well above historic levels and fertilizer markets to remain tight. We will also benefit from our ongoing commitments to operational excellence, execution, a keen focus on cost and inventory management, continued value-added growth and a strengthening return on investment. As such, we raised our consolidated annual adjusted EBITDA guidance by more than $1.5 billion or over 33% and our EPS by nearly 70%. This is due to stronger earnings outlook across all business lines and executing on our competitive advantages.We believe this positive earnings outlook will continue into 2022, further strengthening our balance sheet. We will maintain our disciplined compete for capital approach, which includes the potential for further investment in the business, deleveraging of the balance sheet and additional returns to our shareholders. Our purpose is to help growers increase food production in a sustainable manner. There is no better example of this commitment than our responsiveness of our team to quickly and safely bring on an additional 1 million tonnes of potash production to improve access of this important nutrient for growers globally.These actions also deliver significant financial value for our shareholders as the increase in production accounted for approximately 25% of the $900 million increase in our potash adjusted EBITDA guidance for 2021. Another example of executing in line with our purpose is our feeding the future plan in 2030 sustainability commitments, which includes our ongoing focus on improving carbon outcomes. We are reducing the carbon footprint at our facilities, making great progress on our industry-leading carbon program at the farm level and our recent announcement on a partnership to develop a marine vessel that is powered by low carbon ammonia as a fuel.Nutrien is committed to ensuring our strategy and operations remain world-class and successful over the long term, which is supported by strong integration and management of ESG risk and opportunities into our strategy and our execution plans. We believe the outlook for Nutrien is exceptional, with crop and fertilizer prices anticipated to remain well above historic levels into 2022. No other company is more advantageously positioned across the value chain to be a catalyst for positive change in the global crop production system and help growers around the world feed a growing world.So I want to thank you for joining the Nutrien team today, and we're all looking forward to your questions.""]",management_discussion
3,19,NTR.TO,NTR.TO_222630,2,2021-08-10 10:01:01,NTR.TO - Earnings call Q2 2021,2021,888,Operator,['[Operator Instructions] Your first question comes from the line of Ben Isaacson with Scotiabank.'],question_answer
4,19,NTR.TO,NTR.TO_222630,2,2021-08-10 10:01:01,NTR.TO - Earnings call Q2 2021,2021,889,Benjamin  Isaacson,"[""Congrats on the beat and raise. Question for Mayo and Pedro. So you're going to generate $6 billion, $6.5 billion of EBITDA this year. And even if prices moderate a little bit, you'll probably do something similar next year, and that's a lot of free cash flow to generate, especially considering you don't have any major capital projects. So in that context and rather than talking about your compete for capital philosophy, can you give us some actual goal posts in terms of what you have planned? How much debt reduction do you want to see over the next 18 months? You have a buyback authorization. Do you expect to be finished that within a year from now? How much have you earmarked for M&A in retail, whether it's in the U.S. or Brazil?""]",question_answer
5,19,NTR.TO,NTR.TO_222630,2,2021-08-10 10:01:01,NTR.TO - Earnings call Q2 2021,2021,890,Mayo M. Schmidt,"[""Sure. Happy to comment on that. And Pedro and I have those good discussions and actually quite frequently, and it's an outstanding year, gives us a number of opportunities, including both strategic and also, as you mentioned, a buyback relative to our strategic initiatives. And so what I'll do is I'll ask Pedro if he'll just run us through some of the options that we have in front of us, and we're very pleased to be able to have these choices.""]",question_answer
6,19,NTR.TO,NTR.TO_222630,2,2021-08-10 10:01:01,NTR.TO - Earnings call Q2 2021,2021,891,Pedro  Farah,"[""Yes, Ben, and nice talking to you again. To your point, we will continue our disciplined capital allocation approach, which would involve basically sustaining our assets. And on this one, we kind of guided to a little bit more expenditure as we are a little bit depressed in the past due to COVID restrictions that we couldn't do what we needed to do in our different facilities. We have increased the dividend earlier this year, and we are looking into the balance sheet now that we are above mid-cycle prices in terms of opportunities to delever. That very much will depend on how much we will do, will depend on how we look through the cycle, and we'd like to position ourselves to have flexibility in the future. So I don't have a specific number for you as we are looking at our various options for the future.But in terms of the compete for capital approach, as you mentioned, we do have options there, too, both organically and inorganically, and we are already starting to deploy that. You have seen us do some acquisitions in Brazil. We're also investing some in our ESG projects for nitrogen, and we'll continue to look at those in the future. And we are -- as you pointed out, we still have the NCIB option that we will be considering together with all the other ones. So it is a fluid environment here. So we're going to be analyzing our options, and we'll come back to you with more specific points as soon as we have them and we can tell you in more detail.""]",question_answer
7,19,NTR.TO,NTR.TO_222630,2,2021-08-10 10:01:01,NTR.TO - Earnings call Q2 2021,2021,892,Operator,['Your next question comes from the line of P.J. Juvekar with Citi.'],question_answer
8,19,NTR.TO,NTR.TO_222630,2,2021-08-10 10:01:01,NTR.TO - Earnings call Q2 2021,2021,893,Prashant N. Juvekar,['I was wondering if you can just talk about level of inventories in the retail channel by NPK? And where do we stand post to the summer fill?'],question_answer
9,19,NTR.TO,NTR.TO_222630,2,2021-08-10 10:01:01,NTR.TO - Earnings call Q2 2021,2021,894,Mayo M. Schmidt,"['Jeff, would you mind taking that question for us, please?']",question_answer
